product_name,brand,category,subcategory,size,mrp,discount_pct,selling_price,price_per_unit,stock,rating,review_count,demand_signal,mrp_outlier_flag,discount_gap,stock_pct_rank,stock_flag,ppu_rank,sku_count
Babyhug Pro Bubble Care Premium Pant Style Diaper Extra Large (XL) Size - 36 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Extra Large,1449.0,43.0,820.13,22.78,46321,4.27,3330,4.27,False,14.09957627118644,0.9830508474576272,healthy,0.8199152542372882,46
"MamyPoko Pants Extra Absorb Baby Diapers, Large (L size) | 9-14 kg | 128 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,Large,2437.0,40.0,1458.3,11.39,1045,4.41,1381,4.41,True,11.09957627118644,0.6970338983050848,healthy,0.3792372881355932,65
"Babyhug Advanced Pant Style Diapers Extra Large (XL) Size   - 56 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,Extra Large,1399.0,57.0,598.63,10.69,62157,4.1,17639,4.1,False,28.09957627118644,0.9915254237288136,healthy,0.3177966101694915,46
"Pampers Active Baby Taped Diapers, Medium size diapers, (M) 90 count, taped style custom fit",Pampers,Diapering,Baby Diapers,Medium,1730.0,15.0,1466.52,16.29,4835,4.48,4491,4.48,True,-13.90042372881356,0.864406779661017,healthy,0.6398305084745762,85
Pampers Premium Care Pants M 104 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Medium,2560.0,32.0,1747.46,16.8,557,4.48,5637,4.48,True,3.0995762711864394,0.6027542372881356,healthy,0.6546610169491526,85
Pampers Premium Care Pants XXL 90 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,XXL,4195.0,34.0,2777.09,30.86,3403,4.48,5637,4.48,True,5.099576271186439,0.826271186440678,healthy,0.8813559322033898,85
"Babyhug Advanced Pant Style Diapers Large (L) Size - 64 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,Large,1289.0,46.0,696.96,10.89,69282,4.1,17639,4.1,False,17.09957627118644,0.9936440677966102,healthy,0.3389830508474576,46
"Pampers Complete Skin Comfort Pants (XL) 112 Count, 12-17kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Extra Large,2878.0,24.0,2175.77,19.43,307,4.24,6996,4.24,True,-4.900423728813561,0.4745762711864407,healthy,0.7351694915254238,85
Pampers Premium Care Pants XL 144 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Extra Large,5696.0,36.0,3650.0,25.35,234,4.48,5637,4.48,True,7.099576271186439,0.4110169491525424,healthy,0.8559322033898306,85
R for Rabbit XL Size Premium Feather Diaper for Baby 12 to 17 kgs (70 Pack Offer),R for Rabbit,Diapering,Baby Diapers,Extra Large,1899.0,18.0,1556.04,22.23,1375,4.45,905,4.45,True,-10.90042372881356,0.7415254237288136,healthy,0.8082627118644068,24
Mother Sparsh Baby 99 % Pure Water (Unscented) Baby Wipes. Pack of 2 - 72 Pieces Super Saver Pack,Mother Sparsh Baby,Diapering,Baby Wipes,144 Pieces,568.0,30.0,399.02,0.0,10506,4.61,1583,4.61,True,-0.03488372093023173,0.7790697674418605,healthy,0.5058139534883721,8
Pampers Premium Care Pants L 16 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Large,350.0,16.0,294.38,18.4,2169,4.48,5637,4.48,False,-12.90042372881356,0.7860169491525424,healthy,0.6949152542372882,85
Pampers Premium Care Pants M 20 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Medium,350.0,20.0,280.0,14.0,294,4.48,5637,4.48,False,-8.90042372881356,0.4597457627118644,healthy,0.548728813559322,85
"Babyhug Advanced Pant Style Diapers Medium (M) Size - 76 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,Medium,1289.0,47.0,681.75,8.97,114156,4.1,17639,4.1,False,18.09957627118644,1.0,healthy,0.17372881355932204,46
R for Rabbit Large L Size Premium Feather Diaper for Baby 9 to 14 kgs (70 Pack Offer),R for Rabbit,Diapering,Baby Diapers,Large,1899.0,24.0,1451.6,20.74,236,4.45,905,4.45,True,-4.900423728813561,0.413135593220339,healthy,0.7669491525423728,24
"Pampers Active baby Tape Style Baby Diapers, Large (L), 100 Count, 9-14 kg, Adjustable Fit with 5 Star Skin Protection Diapers",Pampers,Diapering,Baby Diapers,Large,2249.0,19.0,1812.47,18.12,440,4.48,4491,4.48,True,-9.90042372881356,0.5444915254237288,healthy,0.6885593220338984,85
Pampers Premium Care Pants L 176 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Large,5696.0,40.0,3429.56,19.49,175,4.48,5637,4.48,True,11.09957627118644,0.3559322033898305,healthy,0.7372881355932204,85
"Pampers Complete Skin Comfort Pants (XXL) 42 Count,15-25kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,XXL,1499.0,33.0,1010.18,24.05,2866,4.24,6996,4.24,False,4.099576271186439,0.809322033898305,healthy,0.8453389830508474,85
"MamyPoko Pants Extra Absorb Baby Diapers, Extra Extra Large (XXL size) | 15-25 kg | 44 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,XXL,1312.0,36.0,835.74,18.99,337,4.41,1381,4.41,False,7.099576271186439,0.4957627118644068,healthy,0.7245762711864406,65
Babyhug Pro Bubble Care Premium Pant Style Diapers Double Extra Large (XXL) Size - 30 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,XXL,1449.0,43.0,825.93,27.53,35211,4.27,3330,4.27,False,14.09957627118644,0.9745762711864406,healthy,0.8665254237288136,46
Wowper Fresh Baby Diaper Pants By DOMS| Wetness Indicator | Upto 12 Hrs Absorption | 9-14 Kg | L  (62 Pieces),Wowper,Diapering,Baby Diapers,Large,1029.0,54.0,473.34,7.63,12599,4.05,1154,4.05,False,25.09957627118644,0.9300847457627118,healthy,0.06779661016949153,18
"Pampers Active baby Tape Style Baby Diapers, Extra Large (XL), 72 Count, 12+ kg, Adjustable Fit with 5 Star Skin Protection Diapers",Pampers,Diapering,Baby Diapers,XL,2100.0,8.0,1938.51,26.92,630,4.48,4491,4.48,True,-20.90042372881356,0.6207627118644068,healthy,0.864406779661017,85
R for Rabbit Medium Size Premium Feather Diaper for Baby 7 to 12 kgs (74 Combo Pack Offer),R for Rabbit,Diapering,Baby Diapers,Medium,1899.0,21.0,1491.85,20.16,140,4.45,905,4.45,True,-7.900423728813561,0.3177966101694915,healthy,0.7584745762711864,24
R for Rabbit XXXL Size Baby Premium Feather Diaper for Baby 18+ kgs (24 Combo Pack Offer),R for Rabbit,Diapering,Baby Diapers,XXXL,738.0,22.0,574.98,23.96,6019,4.45,905,4.45,False,-6.900423728813561,0.8813559322033898,healthy,0.8411016949152542,24
Babyhug Premium 98% Water Baby Wet Wipes with Moisturising Aloe Vera With Lid - 80 Pieces,Babyhug,Diapering,Baby Wipes,With Lid,160.0,37.0,100.8,0.0,120068,4.33,3012,4.33,False,6.965116279069768,0.9534883720930233,healthy,0.5058139534883721,18
R for Rabbit XXL Size Baby Premium Feather Diaper for Baby 15+ kgs (72 Pack Offer),R for Rabbit,Diapering,Baby Diapers,XX Large,2097.0,23.0,1619.3,22.49,468,4.45,905,4.45,True,-5.900423728813561,0.559322033898305,healthy,0.815677966101695,24
Pampers Premium Care Pants M 54 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Medium,1399.0,33.0,943.21,17.47,3126,4.48,5637,4.48,False,4.099576271186439,0.8177966101694916,healthy,0.6758474576271186,85
Pampers Premium Care Pants Baby Diapers (XL) Size - 14 Pieces,Pampers,Diapering,Baby Diapers,Extra Large,350.0,8.0,322.0,23.0,1006,4.48,5637,4.48,False,-20.90042372881356,0.690677966101695,healthy,0.8220338983050848,85
Babyhug Pro Bubble Care Premium Tape Style Diaper Medium - 80 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Medium (M),1999.0,51.0,985.11,12.31,5326,4.32,1895,4.32,True,22.09957627118644,0.875,healthy,0.4480932203389831,46
Pampers Premium Care Pants XXXL 19 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,XXXL,1399.0,43.0,799.11,42.06,1021,4.48,5637,4.48,False,14.09957627118644,0.6927966101694916,healthy,0.923728813559322,85
"Pampers Active Baby Taped Diapers, Small size diapers, (S) 92 count, taped style custom fit",Pampers,Diapering,Baby Diapers,Small,1699.0,8.0,1567.16,17.03,550,4.48,4491,4.48,True,-20.90042372881356,0.5932203389830508,healthy,0.6673728813559322,85
Pampers Premium Care Pants L 44 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Large,1499.0,40.0,898.35,20.42,10179,4.48,5637,4.48,False,11.09957627118644,0.9216101694915254,healthy,0.760593220338983,85
Babyhug Pro Bubble Care Premium Tape Style Diaper Newborn (NB) Size - 86 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Newborn (NB),1649.0,47.0,870.51,10.12,37193,4.32,1895,4.32,True,18.09957627118644,0.9766949152542372,healthy,0.2648305084745763,46
Wowper Fresh Baby Diaper Pants By DOMS | Witness Indicator | Upto 12 Hrs Absorption | 14-17 Kg | XL  (56 Pieces),Wowper,Diapering,Baby Diapers,Extra Large,1029.0,54.0,473.34,8.45,5513,4.05,1154,4.05,False,25.09957627118644,0.8771186440677966,healthy,0.1281779661016949,18
Pampers Premium Care Pants S 26 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Small,350.0,7.0,325.01,12.5,3780,4.48,5637,4.48,False,-21.90042372881356,0.8453389830508474,healthy,0.461864406779661,85
Wowper Fresh Baby Diaper Pants By DOMS | Wetness Indicator | Upto 12 Hrs Absorption | 7-12 Kg | M  (72 Pieces),Wowper,Diapering,Baby Diapers,Medium,1029.0,54.0,473.34,6.57,7151,4.05,1154,4.05,False,25.09957627118644,0.8898305084745762,healthy,0.018008474576271187,18
"MamyPoko Pants Extra Absorb Baby Diapers, Medium (M size) | 7-12 kg | 148 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,Medium,2437.0,40.0,1458.3,9.85,990,4.41,1381,4.41,True,11.09957627118644,0.6864406779661016,healthy,0.25,65
Pampers Active Baby Taped Style Diaper Pants (New Born XS) - 96 Pieces,Pampers,Diapering,Baby Diapers,New Born,1499.0,13.0,1300.08,13.54,2811,4.48,4491,4.48,False,-15.90042372881356,0.8050847457627118,healthy,0.5317796610169492,85
Pampers Premium Care Pants Diapers Size XXL 60 - White,Pampers,Diapering,Baby Diapers,XXL,2849.0,34.0,1866.66,31.11,418,4.48,5637,4.48,True,5.099576271186439,0.534957627118644,healthy,0.8877118644067796,85
"Babyhug Advanced Pant Style Diapers Small (S) Size - 84 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,Small,1289.0,50.0,642.57,7.65,7969,4.1,17639,4.1,False,21.09957627118644,0.9004237288135594,healthy,0.06991525423728813,46
"Pampers Complete Skin Comfort Pants (LG), 64 Count, 9-14kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Large,1499.0,35.0,970.6,15.17,346,4.24,6996,4.24,False,6.099576271186439,0.5010593220338984,healthy,0.6016949152542372,85
"Pampers Complete Skin Comfort Pants (XXL) 84 Count, 12-17kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,XXL,2878.0,36.0,1830.7,21.79,95,4.24,6996,4.24,True,7.099576271186439,0.23622881355932204,moderate,0.8008474576271186,85
"Pampers Complete Skin Comfort Pants (LG) 128 Count, 9-14 kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Large,2771.0,33.0,1855.74,14.5,225,4.24,6996,4.24,True,4.099576271186439,0.4046610169491525,healthy,0.5720338983050848,85
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | XL Size, 112 Diapers",Huggies,Diapering,Baby Diapers,Extra Large,2248.0,36.0,1445.01,12.9,332,4.2,7501,4.2,True,7.099576271186439,0.4915254237288136,healthy,0.4809322033898305,77
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | XXL Size, 96 Diapers",Huggies,Diapering,Baby Diapers,XXL,2396.0,41.0,1424.9,14.84,1175,4.2,7501,4.2,True,12.09957627118644,0.7203389830508474,healthy,0.5847457627118644,77
Pampers Premium Care Pants S 70 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Small,1399.0,31.0,971.75,13.88,1850,4.48,5637,4.48,False,2.0995762711864394,0.7754237288135594,healthy,0.5466101694915254,85
"Babyhug Advanced Pant Style Diaper XXXL Size - 20 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,XXXL,1099.0,53.0,519.83,25.99,19003,4.1,17639,4.1,False,24.09957627118644,0.951271186440678,healthy,0.8601694915254238,46
"MamyPoko Pants Extra Absorb Baby Diapers, Large (L size) | 9-14 kg | 64 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,Large,1312.0,36.0,835.74,13.06,10031,4.41,1381,4.41,False,7.099576271186439,0.9173728813559322,healthy,0.4925847457627119,65
Babyhug Pro Bubble Care Premium Tape Style Diaper Large - 88 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Large (L),2340.0,41.0,1370.3,15.57,1790,4.32,1895,4.32,True,12.09957627118644,0.7711864406779662,healthy,0.6165254237288136,46
"MamyPoko Pants Extra Absorb Baby Diapers, Extra Large (XL size) | 12-17 kg | 52 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,Extra Large,1312.0,36.0,835.74,16.07,3087,4.41,1381,4.41,False,7.099576271186439,0.815677966101695,healthy,0.635593220338983,65
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers Large Size(L), 62 Count, Ideal for 9-14Kgs",MamyPoko,Diapering,Baby Diapers,L,899.0,35.0,580.39,9.36,1563,4.22,1619,4.22,False,6.099576271186439,0.7584745762711864,healthy,0.2044491525423729,65
"Pampers Complete Skin Comfort Pants (LG) 192 Count, 9-14 kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Large,4156.0,34.0,2728.0,14.21,145,4.24,6996,4.24,True,5.099576271186439,0.3199152542372881,healthy,0.559322033898305,85
Babyhug Advanced Tape Style Diapers New Born Size - 72 Pieces,Babyhug,Diapering,Baby Diapers,New Born,1012.0,47.0,540.0,7.5,19032,3.91,902,3.91,False,18.09957627118644,0.9533898305084746,healthy,0.059322033898305086,46
Pampers All round Protection Diaper Pants with Anti-rash Blanket Large (L) Size - 21 Pieces,Pampers,Diapering,Baby Diapers,Large,399.0,24.0,304.68,14.51,998,4.24,6996,4.24,False,-4.900423728813561,0.6885593220338984,healthy,0.5752118644067796,85
"Pampers Active Baby Taped Diapers, Large size diapers, (L) 78 count, taped style custom fit",Pampers,Diapering,Baby Diapers,Large,1730.0,8.0,1596.27,20.46,26495,4.48,4491,4.48,True,-20.90042372881356,0.9661016949152542,healthy,0.7627118644067796,85
Babyhug Pro Bubble Care Premium Tape Style Diaper (S) Small - 84 Pieces - New & Improved Superior Fit,Babyhug,Diapering,Baby Diapers,Small (S),1649.0,41.0,979.67,11.66,20983,4.32,1895,4.32,True,12.09957627118644,0.9597457627118644,healthy,0.4025423728813559,46
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | L Size, 128 Diapers",Huggies,Diapering,Baby Diapers,Large,2248.0,36.0,1445.01,11.29,953,4.2,7501,4.2,True,7.099576271186439,0.6779661016949152,healthy,0.3675847457627119,77
"Pampers Active Baby Diapers, New Born, Extra Small, (NB, XS) size, 72 Count, Taped style diaper",Pampers,Diapering,Baby Diapers,New Born,1120.0,10.0,1009.57,14.02,33779,4.48,4491,4.48,False,-18.90042372881356,0.972457627118644,healthy,0.551906779661017,85
"Pampers Complete Skin Comfort Pants (MD), 76 Count, 7-12kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Medium,1499.0,38.0,933.88,12.29,660,4.24,6996,4.24,False,9.09957627118644,0.6292372881355932,healthy,0.4449152542372881,85
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | XL Size, 168 Diapers",Huggies,Diapering,Baby Diapers,Extra Large,3280.0,35.0,2145.12,12.77,1712,4.2,7501,4.2,True,6.099576271186439,0.7690677966101694,healthy,0.4724576271186441,77
Pampers Premium Care Pants XXL 30 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,XXL,1499.0,36.0,952.31,31.74,1159,4.48,5637,4.48,False,7.099576271186439,0.7139830508474576,healthy,0.8940677966101694,85
Pampers Premium Care Pants S 140 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Small,2658.0,30.0,1849.7,13.21,274,4.48,5637,4.48,True,1.0995762711864394,0.4449152542372881,healthy,0.5063559322033898,85
Pampers Premium Care Pants M 216 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Medium,5316.0,33.0,3568.63,16.52,111,4.48,5637,4.48,True,4.099576271186439,0.2764830508474576,moderate,0.6461864406779662,85
MamyPoko Premium Pant Style Diaper XL - 52 Pieces,MamyPoko,Diapering,Baby Diapers,XL,899.0,35.0,580.39,11.16,1062,4.22,1619,4.22,False,6.099576271186439,0.7055084745762712,healthy,0.3538135593220339,65
Babyoye Air Soft Premium Pant Style Diapers Medium - 54 Pieces | All Night Dryness | Prevents Diaper Rash | Upto 12 Hr Leakage Protection | Super Soft & Comfy | Quick Absorption,Babyoye,Diapering,Baby Diapers,Medium,1449.0,60.0,579.6,10.73,4470,4.17,290,4.17,False,31.09957627118644,0.8559322033898306,healthy,0.3252118644067797,11
Babyhug Advanced 99% Pure Water Unscented Baby Wipes Pack of 2 - 72 Pieces Each,Babyhug,Diapering,Baby Wipes,Pack of 2,560.0,41.0,330.4,0.0,45420,4.49,422,4.49,False,10.965116279069768,0.8953488372093024,healthy,0.5058139534883721,18
"Babyhug Advanced Pant Style Diaper New Born (NB) Size Monthly Box Pack - 102 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,New Born,1125.0,39.0,682.42,6.69,2825,4.1,17639,4.1,False,10.09957627118644,0.8072033898305084,healthy,0.023305084745762712,46
Wowper Fresh Baby Diaper Pants By DOMS | Wetness Indicator | Upto 12 Hrs Absorption | 15-25 Kg | XXL  (48 Pieces),Wowper,Diapering,Baby Diapers,XXL,1029.0,54.0,473.34,9.86,8862,4.05,1154,4.05,False,25.09957627118644,0.9088983050847458,healthy,0.2521186440677966,18
"New Mamypoko Pants Premium All Night Absorb| Pant Style Baby Diapers Medium Size(M), 70 Count, Ideal for 7-12Kgs",MamyPoko,Diapering,Baby Diapers,M,899.0,35.0,580.39,8.29,1308,4.22,1619,4.22,False,6.099576271186439,0.7351694915254238,healthy,0.11440677966101695,65
"Pampers All round Protection Pants Baby Diapers (XL) 20 Pieces , 12- 17 Kg",Pampers,Diapering,Baby Diapers,XL,425.0,12.0,374.0,18.7,299,4.24,6996,4.24,False,-16.90042372881356,0.4650423728813559,healthy,0.715042372881356,85
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | M Size, 228 Diapers",Huggies,Diapering,Baby Diapers,Medium,2899.0,26.0,2144.97,9.41,357,4.2,7501,4.2,True,-2.9004237288135606,0.5116525423728814,healthy,0.2076271186440678,77
Babyoye Air Soft Premium Pant Style Diapers Large - 44 Pieces | All Night Dryness | Prevents Diaper Rash | Upto 12 Hr Leakage Protection | Super Soft & Comfy | Quick Absorption,Babyoye,Diapering,Baby Diapers,Large,1299.0,60.0,519.6,11.81,160,4.17,290,4.17,False,31.09957627118644,0.3326271186440678,healthy,0.413135593220339,11
Pampers Premium Care Pants XL 36 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,Extra Large,1399.0,33.0,932.85,25.91,4267,4.48,5637,4.48,False,4.099576271186439,0.8538135593220338,healthy,0.8580508474576272,85
"Pampers Complete Skin Comfort Pants (XL), 168 Count, 12-17kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Extra Large,3967.0,22.0,3094.26,18.42,104,4.24,6996,4.24,True,-6.900423728813561,0.2669491525423729,moderate,0.6970338983050848,85
"Babyhug Advanced Pant Style Diaper New Born (NB) - 34 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,New Born,399.0,38.0,246.5,7.25,20005,4.1,17639,4.1,False,9.09957627118644,0.9555084745762712,healthy,0.046610169491525424,46
Pampers Premium Care Pants NB 70 | No Marks Design | India's Softest Diaper,Pampers,Diapering,Baby Diapers,New Born,1349.0,41.0,796.85,11.38,1401,4.48,5637,4.48,False,12.09957627118644,0.7436440677966102,healthy,0.3771186440677966,85
"Babyhug Advanced Pant Style Diaper Small - 32 Pieces, Honeycomb Technology, Cottony Soft Diaper with 3D Leak Guard, Latex & Alcohol Free, Anti-rash & Gentle",Babyhug,Diapering,Baby Diapers,Small,375.0,16.0,313.27,9.79,43379,4.1,17639,4.1,False,-12.90042372881356,0.9788135593220338,healthy,0.24152542372881355,46
Huggies Complete Comfort Wonder Pants Triple Extra Large XXXL Baby Diaper Pants with 5 in 1 Comfort - 48 Pieces,Huggies,Diapering,Baby Diapers,XXXL,2598.0,47.0,1384.99,28.85,136,4.2,7501,4.2,True,18.09957627118644,0.3156779661016949,healthy,0.8771186440677966,77
Babyhug Advanced Tape Style Diapers Small Size - 36 Pieces,Babyhug,Diapering,Baby Diapers,Small,506.0,43.0,288.02,8.0,15044,3.91,902,3.91,False,14.09957627118644,0.9385593220338984,healthy,0.09745762711864407,46
"Huggies Complete Comfort Wonder Pants, India's Fastest Absorbing Diaper | L Size, 192 Diapers",Huggies,Diapering,Baby Diapers,Large,3280.0,35.0,2145.12,11.17,378,4.2,7501,4.2,True,6.099576271186439,0.5169491525423728,healthy,0.3559322033898305,77
Pampers Premium Care Pants Diapers Size M 162 Count With No Marks Design - White,Pampers,Diapering,Baby Diapers,Medium,3975.0,32.0,2691.87,16.62,551,4.48,5637,4.48,True,3.0995762711864394,0.5953389830508474,healthy,0.6483050847457628,85
"Pampers Complete Skin Comfort Pants (SM) 86 Count, 4-8 kg, Anti-rash blanket, 360 degree Lotion with Aloe Vera",Pampers,Diapering,Baby Diapers,Small,1249.0,34.0,820.59,9.54,536,4.24,6996,4.24,False,5.099576271186439,0.5889830508474576,healthy,0.22033898305084745,85
"MamyPoko Pants Extra Absorb Baby Diapers, Medium (M size) | 7-12 kg | 74 Count |Deep Sleep Diapers| Soft gentle fit |Deep Absorbent Crisscross | skin friendly with coconut oil |",MamyPoko,Diapering,Baby Diapers,Medium,1312.0,36.0,835.74,11.29,1711,4.41,1381,4.41,False,7.099576271186439,0.7669491525423728,healthy,0.3675847457627119,65
